"BOOK_ID","Senti_S1","Senti_S2","Senti_S3","Senti_E1","Senti_E2","Senti_E3","S_count","Avg_S_len","Flesch","W_count","Noun_Cnt","guten_genre"
"pg1833",109.144444444444,111.400206331609,106.090400086975,109.133811858077,108.127728174603,108.544332210999,885,16.9073446327684,74.73,14963,90,"Detective and Mystery"
"pg18336",109.879499217527,112.149925595238,111.588036449148,114.098532948533,104.2268167789,108.728805916306,4442,14.2744259342638,76.66,63407,547,"Literary"
"pg1834",109.705812955813,105.485423542354,113.737124282337,104.815217391304,106.055335097002,105.210166890722,1104,13.9438405797101,76.96,15394,83,"Detective and Mystery"
"pg1835",109.996043771044,104.072928241349,103.469444444444,104.641279403328,110.259259259259,107.712811791383,1215,14.9308641975309,74.32,18141,72,"Detective and Mystery"
"pg1836",111.451622708567,106.660207700101,105.054268292683,102.023474541332,117.138252726962,108.313948184638,944,14.6610169491525,73.81,13840,88,"Detective and Mystery"
"pg18434",104.984994611577,103.013735235957,116.918692418692,106.144416247865,106.692653890825,102.040849673203,1232,15.8961038961039,85.62,19584,99,"Literary"
"pg18443",104.10341375229,106.856060606061,117.003968253968,105.334114135484,108.415492957746,105.840484457672,5091,11.0310351600864,81.63,56159,420,"Literary"
"pg18449",108.02895021645,107.040447091849,120.657287157287,111.998876973367,112.303906411049,112.074979958313,10142,16.758627489647,68.74,169966,943,"Literary"
"pg1846",108.215962441315,104.267649846008,107.766474266474,124.708502939846,121.887141253808,110.54242943666,6528,10.8661151960784,81.53,70934,588,"Western Stories"
"pg18488",114.252475794815,107.172792207792,107.801136363636,120.049620331878,101.192663817664,109.443998573212,6709,13.0764644507378,78.48,87730,338,"Literary"
"pg18489",116.815908251955,111.395609318996,118.525833093249,117.470667036216,114.21550996285,119.409026297086,3466,14.4102712060012,75.03,49946,332,"Literary"
"pg1849",114.872743670471,112.067524929465,104.064655483405,105.003709123427,106.867094017094,113.738226059655,7363,10.3396713296211,80.62,76131,418,"Detective and Mystery"
"pg1851",125.900631935115,118.307201279546,114.308737173321,115.967700655201,112.074169444859,104.114344503233,3518,19.1023308698124,74.53,67202,207,"Detective and Mystery"
"pg18545",107.270105820106,112.358307453416,113.01912568306,117.260409546594,114.590382205514,114.007326007326,3315,14.9101055806938,77.57,49427,552,"Literary"
"pg1857",113.127254689755,103.809269644497,105.332563373608,110.106116898974,104.574494949495,107.09868959869,5567,15.2371115502066,76.66,84825,260,"Detective and Mystery"
"pg18572",112.006427453611,116.060941406012,104.713464876508,116.513845350052,116.694613546176,101.76245210728,6484,17.9100863664405,68.91,116129,697,"Literary"
"pg18705",106.387414965986,105.475521669342,112.685642911449,102.346805493357,101.850975975976,97.4027293844367,5431,17.9208248941263,71.48,97328,428,"Literary"
"pg18708",112.882465734578,111.778734262679,110.101443733312,116.232721560847,113.932639019596,120.371732026144,4333,17.7708285252712,73.41,77001,672,"Literary"
"pg1875",105.119826601969,114.959163898117,113.588994338994,120.206018518519,108.191415819323,109.418084866522,812,19.9975369458128,72.9,16238,141,"Literary"
"pg1878",98.5372023809524,108.196171440852,102.507093253968,103.090277777778,107.748423570341,107.432432432432,5729,13.1513353115727,77.67,75344,364,"Detective and Mystery"
"pg18822",123.072288634789,111.942126746921,120.397036474164,114.852225400171,116.903911512464,113.337725432462,4700,19.8370212765957,69.04,93234,364,"Literary"
"pg18829",106.979539664725,112.226347634763,97.5056441448847,113.657939138408,101.448898461275,104.077636649065,3330,10.7342342342342,82.65,35745,240,"Literary"
"pg1888",103.810568086884,110.283537013626,101.171547970221,118.563081839597,105.043313069909,100.533015873016,3371,18.1515870661525,65.29,61189,139,"Detective and Mystery"
"pg18894",108.148263888889,110.643518518519,106.386094461094,109.251217532468,109.693066685088,106.943053656869,6596,16.7175560946028,73.81,110269,315,"Literary"
"pg1897",108.385591325732,103.921763662023,102.343132319877,106.453478554542,102.440781440781,105.212698412698,4612,16.7692974848222,80.96,77340,301,"Western Stories"
"pg18984",110.547013000717,116.444042069042,103.902729215229,100.627865961199,103.624193416646,110.702724923655,4270,13.8543325526932,82.48,59158,418,"Literary"
"pg19121",102.356499780413,113.828580150009,108.139455782313,107.282923425781,106.029942279942,108.17145082332,3161,23.0079088895919,62.82,72728,780,"Literary"
"pg19147",107.546092796093,109.649534493284,110.000126646403,105.76746031746,119.089105339105,100.978649675833,1592,20.6231155778894,71.07,32832,199,"Detective and Mystery"
"pg19173",106.022785005544,105.29443001443,120.357303732304,108.240532879819,107.558347076204,112.300472255018,5373,15.2585147962032,76.96,81984,324,"Literary"
"pg19204",112.640476190476,112.742789934571,106.439460539461,109.415824915825,110.993871643262,116.325266290727,1931,16.765924391507,73.81,32375,266,"Literary"
"pg19224",99.2099056603774,109.965227673561,108.57351532567,99.2904953145917,103.381768231768,108.871329917248,1899,18.7324907846235,82.99,35573,178,"Literary"
"pg19225",107.240361134592,105.386373519935,103.025683421517,110.210978160416,98.2860644257703,111.311344418821,6833,13.2176203717255,79.4,90316,358,"Literary"
"pg19257",105.543970078453,120.746428571429,108.779265366344,112.746020814203,107.497848537005,115.154559442825,497,17.2454728370221,70.87,8571,98,"Literary"
"pg19259",117.113720863721,99.7830703052222,114.169417989418,118.575324675325,100.59214203518,124.701155230466,3155,22.9949286846276,62.95,72549,236,"Literary"
"pg19337",115.984252750308,105.806641860013,115.900259374943,120.921378968254,123.030264768901,117.275475846904,1973,14.863659401926,72.39,29326,266,"Christmas Stories"
"pg19459",118.44095828414,105.940912262341,108.71905324208,104.771199388846,108.70640373838,112.015547895178,2284,26.2434325744308,56.83,59940,354,"Literary"
"pg19472",103.09287122092,104.639614253538,106.983024691358,110.907467532468,103.28712292998,104.488901621255,678,21.0619469026549,68.33,14280,112,"Western Stories"
"pg19510",106.106564153439,111.937185443283,110.781266613503,116.725968171023,106.235682720058,108.397660818713,6406,13.9847018420231,78.99,89586,500,"Literary"
"pg19512",110.494983528002,119.317857142857,124.861513687601,109.365776348786,111.316812705367,103.879320987654,6119,12.0062101650597,78.18,73466,421,"Literary"
"pg1960",103.850530566994,109.22471467926,104.439449769807,91.3681483572788,93.5784932659933,96.7665692007797,2678,12.9350261389096,79.5,34640,144,"Detective and Mystery"
"pg1963",113.79417773238,105.716517857143,106.417753212396,97.6948590381426,109.151138716356,104.266666666667,2187,13.4755372656607,79.9,29471,116,"Detective and Mystery"
"pg19818",112.277992277992,107.914355016329,106.788648098889,113.119047619048,120.356794764689,108.390064236838,6922,16.7674082635077,81.77,116064,815,"Literary"
"pg20235",116.2105999606,110.130333478957,113.867703004067,106.391841458806,117.630080237223,106.864682539683,1128,30.1258865248227,50.54,33982,314,"Literary"
"pg20257",109.153714726631,115.580062794348,114.158338232412,114.338656838657,122.767759562842,113.302338052338,207,52.231884057971,20.22,10812,774,"Literary"
"pg20359",106.286910092831,118.112731481481,110.106701940035,117.808649879072,109.043902136115,120.210911637382,2336,22.1040239726027,66.41,51635,312,"Literary"
"pg20424",103.188952550717,98.8002155594748,118.092731582991,117.16693954194,104.456180344478,107.170278223649,6277,15.2216026764378,75.34,95546,363,"Literary"
"pg20429",102.471873364731,115.908184952303,107.230980693006,111.254475131057,108.311109329628,109.376843208874,5853,12.1486417221937,86.94,71106,285,"Literary"
"pg20458",108.251337498979,105.661798518941,111.094696969697,114.607464607465,111.293112208605,101.00029178338,6268,11.6238034460753,87.25,72858,265,"Literary"
"pg20462",110.90449433968,105.56248425296,111.363441306755,129.198827980805,118.417937135328,113.057077625571,8915,17.5521031968592,74.02,156477,497,"Literary"
"pg20610",108.861149418215,112.432205513784,105.963631643538,116.845892203035,111.343927479249,112.067982254152,5299,33.0081147386299,46.17,174910,1832,"Literary"
"pg20615",102.621330243012,102.871678743961,100.894162489557,117.932007146293,111.189679817038,118.472809490251,1937,17.473928755808,72.6,33847,299,"Literary"
"pg20661",116.633485309017,110.156705948373,109.210618846695,109.70456048581,109.800278697338,108.226506132756,1068,21.7209737827715,62.11,23198,181,"Love and Romance"
"pg20835",105.698112748675,110.296985815603,109.150502645503,105.09852575832,114.181259968102,115.078198235456,3104,18.0744201030928,70.06,56103,255,"Literary"
"pg20901",104.642773892774,116.899358407423,113.370977086886,121.692888371993,113.413697413697,115.048901715568,4431,13.2588580455879,76.35,58750,209,"Love and Romance"
"pg2097",105.369812583668,103.105612927902,106.173340548341,114.741819759892,102.581528146183,103.471671075838,2924,14.7472640218878,75.64,43121,375,"Detective and Mystery"
"pg21067",108.891860482222,110.798439045692,105.278982426304,120.37925170068,111.657636345136,108.133771235623,2183,37.0471827759963,49.05,80874,230,"Sea and Adventure"
"pg21087",103.985781730347,109.74531024531,109.722316145393,114.588095238095,115.830952380952,109.277777777778,3474,23.2248128957974,39,80683,465,"Sea and Adventure"
"pg2147",110.166318355974,115.506813262495,112.011448302265,108.213707813222,102.579925303455,105.447683355292,3587,23.2157792026763,61.09,83275,756,"Detective and Mystery"
"pg2148",108.293274318274,111.667936507936,111.453828828829,116.453868490906,118.976782752902,114.37962962963,3891,22.6335132356721,61.8,88067,641,"Detective and Mystery"
"pg2149",116.907380254154,109.663376554002,103.001633986928,106.046418425325,113.684161199625,116.319160997732,3730,25.9911528150134,59.57,96947,563,"Detective and Mystery"
"pg2150",109.392611683849,113.958044733045,104.749118165785,96.1428571428571,109.912985274431,103.129780955624,4079,19.3101250306448,64.14,78766,1147,"Detective and Mystery"
"pg2155",110.06246993747,114.391816816817,112.362751322751,118.412337662338,120.252574002574,123.695286195286,5129,17.0540066289725,73.31,87470,546,"Literary"
"pg21578",105.592977697408,107.982179388825,119.00346523586,117.123993892287,100.223089025172,96.1213950832595,6723,21.6482225197085,60.69,145541,842,"Sea and Adventure"
"pg21613",111.333774250441,109.17013300709,110.254028379028,116.611411736412,115.881656804734,108.77119231531,2628,17.5970319634703,66.98,46245,292,"Literary"
"pg21641",122.002314814815,115.406244989578,106.358789358789,105.684854497354,110.05930335097,106.200781309334,9763,12.2647751715661,75.13,119741,470,"Literary"
"pg21674",105.991234206173,114.808721241306,95.0302233296419,116.216644601353,106.101282432165,104.798717948718,6343,17.9739870723632,71.48,114009,490,"Literary"
"pg21689",111.561036186036,106.965354090354,102.556387115709,101.154000869754,104.776868280389,99.2815407772304,5390,17.300185528757,65.35,93248,442,"Literary"
"pg21690",101.244573283859,109.838093084362,102.880970195785,113.279594890706,109.998677248677,97.5723276289683,3177,16.482845451684,69.55,52366,462,"Literary"
"pg21767",116.720123073384,116.945099752439,116.74405181974,114.297878653019,110.616030092593,103.333876929767,9326,15.025412824362,75.54,140127,488,"Literary"
"pg21816",107.581962481962,103.543071161049,102.714679064194,112.933381433381,117.117921492921,106.68266057375,4872,19.0962643678161,57.23,93037,789,"Literary"
"pg21821",113.781141325097,112.413545756569,103.380551096843,112.070577214808,99.4401154401154,106.102535298738,3068,18.5880052151239,71.48,57028,715,"Literary"
"pg21858",107.618129546191,114.65370192222,107.424444444444,105.335518102372,105.329117063492,111.631190941675,10184,15.3333660644148,66.07,156155,575,"Literary"
"pg21867",100.199199134199,106.929788505546,110.562535290796,112.35929038282,113.074281778827,109.26940243301,6016,19.2154255319149,67.22,115600,402,"Literary"
"pg21870",110.420321637427,102.451964701965,113.650153609831,104.22454357237,109.792723149866,108.042847096645,1801,18.8950583009439,65.76,34030,338,"Literary"
"pg21887",119.423119075018,112.96432379349,104.62759564284,117.794001794002,114.94749968824,115.470952568355,5530,17.6518987341772,73.1,97615,516,"Sea and Adventure"
"pg21932",104.591986466986,116.802116402116,119.188220551378,112.786444079548,114.103469762561,107.798179271709,3045,20.6866995073892,71.99,62991,209,"Literary"
"pg21944",116.712185767449,117.252741257371,111.637166204582,125.451432129514,108.361897308118,112.920843776107,3093,14.9327513740705,74.83,46187,247,"Literary"
"pg22158",108.559158864391,114.273689273689,108.748812720332,122.795006867296,114.482971669681,115.608766233766,8196,10.5323328452904,80.92,86323,714,"Literary"
"pg22202",113.28186850872,108.228926166426,112.335796387521,118.722742648972,111.131366974651,106.740458355627,3247,16.2266707730213,71.07,52688,263,"Literary"
"pg22205",117.175234487734,121.928099017385,112.837372741219,113.136151430269,106.585411942555,107.263237817035,4266,20.6652601969058,67.93,88158,308,"Literary"
"pg22206",116.86191626409,119.113929250068,121.300805675806,105.904517704518,101.238465608466,108.918650793651,933,16.2025723472669,74.93,15117,170,"Literary"
"pg22207",114.864490772386,107.376578282828,115.478968253968,106.664624183007,104.141693121693,104.937617702448,1609,13.9751398384089,77.77,22486,139,"Literary"
"pg22208",113.256876803752,104.126822916667,112.293618418618,108.820634920635,101.461352657005,100.547562300371,663,13.8310708898944,75.13,9170,83,"Literary"
"pg22214",108.183457956185,114.547883450921,109.705124400689,102.790991308433,105.449074074074,113.779852092352,10564,13.8347216963271,71.99,146150,553,"Literary"
"pg22221",104.177180346535,107.136728265761,107.882194965528,106.176449646844,107.03119232189,111.872005772006,6001,13.6063989335111,64.1,81652,638,"Literary"
"pg22271",103.605715068064,104.581176425913,113.76283240569,100.393239625167,105.05990596033,107.641651998795,372,28.9650537634409,66.61,10775,95,"Literary"
"pg22272",109.535220916035,104.704313247417,112.705280830281,109.909786268482,105.551209372638,111.690128968254,1513,19.2379378717779,72.6,29107,142,"Literary"
"pg22273",113.266205070182,105.479066022544,114.814814814815,107.396341463415,110.126155969634,121.993464052288,819,17.2857142857143,70.77,14157,82,"Literary"
"pg22274",103.791613615143,102.213771310994,101.608231707317,111.091517857143,107.308560090703,97.7491567460318,1217,17.2070665571076,72.29,20941,153,"Literary"
"pg22275",104.625538898687,114.959975369458,112.40251572327,111.429292929293,110.367833800187,106.928822583886,2469,18.1624139327663,68.84,44843,349,"Literary"
"pg22276",102.382658651889,103.997391070468,100.531990068755,106.962169312169,106.159817351598,110.904586834734,8970,16.9375696767001,72.29,151930,979,"Literary"
"pg22476",100.765359948693,111.023478835979,110.365981240981,110.98079004329,106.501155001155,101.052059712774,618,18.1763754045307,74.02,11233,106,"Literary"
"pg22532",113.523721433605,116.090476190476,122.419475365904,102.968769015456,103.72113997114,109.976176420982,2779,14.546239654552,75.44,40424,269,"Literary"
"pg22660",112.953335879806,104.77771577381,112.915659796257,100.100596125186,96.0898412698413,105.638943918605,639,31.4647887323944,52.67,20106,251,"Literary"
"pg22781",108.360644257703,119.571164021164,106.801587301587,111.802035330261,111.368455342336,105.611111111111,3084,13.1092736705577,85.93,40429,237,"Literary"
"pg2287",109.95460888318,106.083997021497,95.8680555555556,120.332183965905,112.810705842621,112.866731991732,7386,11.5399404278364,78.79,85234,388,"Detective and Mystery"
"pg22883",105.139790764791,109.274807447138,109.292929292929,114.186026936027,115.946297562087,115.568693693694,3661,17.9276154056269,72.6,65633,339,"Love and Romance"
"pg22961",104.94812994813,99.0480278980279,106.768907563025,113.724598275524,103.408369408369,102.338169642857,11299,13.6534206566953,82.78,154270,528,"Literary"
"pg23009",106.925453832861,112.651456529582,110.076016865079,108.373387233681,103.616192411924,114.548902894491,661,17.0998487140696,78.48,11303,102,"Literary"
"pg23010",109.31417348084,103.435185185185,110.992497203171,108.530515527091,101.113400488401,111.109459254196,1192,16.4194630872483,69.72,19572,189,"Literary"
"pg23012",108.563546176046,104.648155663781,103.346017952636,93.4723112963854,118.679747207525,122.095260642136,1257,15.9952267303103,77.27,20106,135,"Literary"
"pg23106",126.509098571045,133.061961403083,109.062293320106,112.071764442454,120.173919068736,105.455938224926,4577,19.1422329036487,70.26,87614,387,"Literary"
"pg23118",104.685916919959,96.8246287762417,106.017494452978,114.975754936121,109.511578604044,102.737382987383,3178,32.0119572057898,49.72,101734,339,"Sea and Adventure"
"pg23157",110.105575847763,115.319416498994,108.315295815296,107.289403387618,99.3894634172412,100.839919124803,4723,15.792716493754,67.89,74589,391,"Literary"
"pg23215",112.012025012025,108.6841343037,107.710356460356,110.082915622389,106.758684149988,113.969599624362,5068,13.0033543804262,84,65901,305,"Literary"
"pg23222",113.549350649351,108.550187374814,103.620656370656,108.073914289668,107.364535768645,114.87100368767,730,14.3232876712329,79.8,10456,81,"Literary"
"pg23223",100.976012127698,105.981466450216,108.88806128512,104.574571742889,101.4539306847,98.0098039215686,423,23.3498817966903,54.02,9877,61,"Literary"
"pg23246",112.698752715994,107.054898804899,110.062749342161,118.632259001161,126.510416666667,121.37284408713,6921,12.0101141453547,88.16,83122,600,"Literary"
"pg23420",113.79696969697,110.254971720489,109.720418470418,105.715626965627,118.586952997065,104.789833822092,735,13.4680272108844,78.48,9899,115,"Literary"
"pg23606",110.706487140311,108.835888236573,112.031135531136,109.590968182145,121.787567455376,115.372247823861,5554,13.0666186532229,84.2,72572,345,"Literary"
"pg23629",102.335156585157,108.806834004202,105.402876001886,111.086754449254,111.395202020202,106.01062467998,797,21.2898368883312,68.23,16968,133,"Literary"
"pg23630",105.900474365992,104.126095711917,105.927815570673,98.8360433604336,104.235370051635,114.683489827856,648,24.8765432098765,66.2,16120,85,"Literary"
"pg23631",105.59380767811,100.916483750991,108.666832010582,106.070938663531,106.909376153562,106.506069094304,1131,25.3651635720601,55.81,28688,157,"Literary"
"pg23632",97.2557471264368,104.563522126022,102.673416978502,104.952344354518,105.189701897019,100.70337995338,870,15.151724137931,76.25,13182,84,"Literary"
"pg23633",107.037037037037,102.849206349206,107.67511604861,107.251748251748,105.747942386831,106.245045390615,921,20.0054288816504,68.13,18425,121,"Literary"
"pg23664",107.410059045263,107.540856680008,108.353456439394,107.575528931163,108.010804244981,118.496186353329,7005,18.5807280513919,71.58,130158,637,"Literary"
"pg23736",104.851064898533,104.328097442681,98.5515007215007,112.369000512519,100.966132186527,104.016325095439,4939,20.444826888034,71.68,100977,992,"Literary"
"pg23741",113.306361607143,113.526779422128,114.241487455197,104.543333507189,107.633171912833,102.57316468254,5308,19.0974001507159,73.81,101369,537,"Literary"
"pg23745",115.247240493994,112.039794321484,113.388025664811,103.089856902357,92.9967997951869,106.438311688312,4380,18.5646118721461,72.5,81313,716,"Literary"
"pg23789",116.701762523191,118.14626608219,110.029245754246,100.647573038877,103.040928856718,100.722277722278,6921,15.8136107498916,70.57,109446,521,"Literary"
"pg23797",117.375529100529,117.823249059074,117.010442260442,118.646311223897,116.997587924058,119.920225822288,7368,15.2467426710098,72.7,112338,308,"Literary"
"pg24769",105.436713286713,114.915822842547,103.83961038961,122.329405162738,103.953445388631,92.5797476933841,6509,13.9131971116915,74.73,90561,418,"Detective and Mystery"
"pg24920",116.946778711485,109.487373737374,110.183712121212,113.319407308378,99.960092275666,101.571067821068,3573,14.0417016512734,72.19,50171,410,"Literary"
"pg25702",105.679504403642,111.720177970178,111.073232323232,107.720210149788,114.92157687991,116.88560387424,7591,12.6042682123567,81.43,95679,434,"Literary"
"pg25730",98.7762762762763,104.944444444444,102.290042938777,95.5555555555556,105.398036487322,109.782941288965,4601,24.9691371440991,55.51,114883,438,"Literary"
"pg26259",110.978166213631,115.906690402018,113.142674981784,115.183381433381,108.887721755369,115.783353010626,6522,14.4868138607789,74.63,94483,552,"Literary"
"pg26277",98.0606499356499,109.934650559651,106.609063423349,121.340870439085,133.053903379534,127.028927333032,4406,21.1870177031321,70.57,93350,982,"Literary"
"pg26306",100.420467836257,100.432922584238,108.3785430839,109.136904761905,108.386030039256,100.90395480226,4869,14.1353460669542,72.7,68825,195,"Detective and Mystery"
"pg26482",115.45445041816,109.959273182957,111.370218017277,121.39875166762,118.048340548341,108.302470677471,7661,15.188095548884,75.44,116356,427,"Detective and Mystery"
"pg2675",112.309829059829,116.371931524548,108.007129830046,112.671425796426,115.322019993895,99.6611111111111,7122,21.2542825049144,64.68,151373,3643,"Literary"
"pg26768",109.172354384971,112.215331890332,120.931043888361,115.71480859964,110.135318963444,104.833333333333,5119,19.0550888845478,71.68,97543,846,"Literary"
"pg26828",110.177444640408,116.260000535863,110.300066844023,115.128975776566,107.289025617729,109.965970863231,11381,13.4136719093226,74.12,152661,605,"Literary"
"pg26847",103.330518018018,110.397959183673,112.487442234278,107.884214377172,113.727986029122,106.963349589932,4061,15.7727160797833,85.02,64053,383,"Literary"
"pg2684",103.869477276781,99.8901196842373,102.535021415974,108.869750853928,102.4510167355,103.951805286912,7081,13.380031069058,79.4,94744,736,"Literary"
"pg26925",102.892820331596,103.501929012346,106.485236291486,105.260689242171,113.257232903972,100.356336805556,2306,11.4145706851691,85.32,26322,210,"Detective and Mystery"
"pg2701",121.103375527426,108.208134920635,110.045522186147,100.762987012987,106.269917484706,100.256036556037,9469,21.7331291583061,67.22,205791,1914,"Sea and Adventure"
"pg27323",114.73758027384,113.177896825397,117.678571428571,115.785613140753,114.210393772894,94.262218302959,4607,12.9246798350336,77.47,59544,371,"Literary"
"pg27507",103.176045684895,106.49842079689,98.7053391053391,115.075236947396,101.214628914629,106.232697343808,7764,20.6154044307058,64.88,160058,693,"Literary"
"pg27549",113.77637987013,108.06065220672,98.9752071920214,109.914148351648,102.667814113597,93.4017617403693,4765,15.4535152151102,64.34,73636,416,"Detective and Mystery"
"pg27709",108.751282051282,105.409126984127,114.740780445969,99.6482683982684,110.474504901229,105.320607553366,730,8.44246575342466,87.82,6163,199,"Literary"
"pg27838",113.519809304619,105.1920995671,103.700567179734,109.008467023173,98.939594356261,101.737827715356,1626,15.0990159901599,73.92,24551,124,"Literary"
"pg27857",106.628644398531,107.652207001522,101.538974237145,104.499709639954,108.360940756774,107.75496031746,6146,10.8377806703547,79.4,66609,272,"Literary"
"pg27909",107.202853363568,103.82050991644,103.733128321543,107.939417989418,114.394503644504,106.711743551587,3791,31.0580321814825,54.73,117741,289,"Sea and Adventure"
"pg28229",108.275015614568,111.225036075036,100.316765213107,112.172291532757,107.271321407351,108.950454912319,5559,13.8129159920849,77.27,76786,740,"Detective and Mystery"
"pg28236",119.710401891253,118.589569160998,115.412074412074,130.225488859347,122.885377122877,131.648496240601,4321,17.1624623929646,67.28,74159,451,"Literary"
"pg28301",110.017056837445,117.318402442369,108.865187679704,114.747333144529,121.710838544172,113.625175329721,5563,17.555635448499,72.6,97662,525,"Literary"
"pg28459",108.94715007215,107.753306878307,112.929836036979,128.678288339747,116.255481837004,107.309923504526,7052,16.450510493477,67.72,116009,775,"Literary"
"pg28463",119.52297979798,112.393990929705,113.133309283309,114.677197802198,111.709986092339,116.134012345679,10225,17.6250366748166,69.75,180216,608,"Literary"
"pg28465",112.300456001114,112.952224482345,116.064594356261,106.838228715729,113.087183718372,99.2875250423794,4624,12.4746972318339,78.89,57683,514,"Literary"
"pg28509",106.32431932103,107.935264408794,115.072052042161,108.549062049062,112.551437383754,100.957205988456,4369,16.4909590295262,77.06,72049,400,"Literary"
"pg2852",114.687562788829,105.786184748814,112.165800865801,109.86330973831,108.76684177246,101.480346726826,3793,15.0506195623517,74.02,57087,294,"Detective and Mystery"
"pg28717",108.526063829787,112.355961874383,103.898683946152,120.272893772894,115.876645373597,114.876572949154,6120,22.6122549019608,64.68,138387,670,"Literary"
"pg28925",110.392290249433,116.720722853535,104.786872849373,131.267067261097,110.410139933166,114.256453911942,11813,16.232286464065,72.29,191752,747,"Literary"
"pg29042",112.96304312971,107.670575692964,101.231922398589,115.284735106164,109.082792207792,104.382522239665,1844,13.9316702819957,71.99,25690,552,"Literary"
"pg29071",109.729481104481,110.063131313131,104.851874657909,111.250638528139,122.81388560934,119.074134199134,3506,21.3933257273246,70.47,75005,974,"Literary"
"pg2911",102.628281440781,99.169621749409,104.110082304527,87.2440087145969,103.231240573152,109.035923860551,1905,6.19790026246719,94.76,11807,148,"Literary"
"pg2919",101.065353037767,99.5573690049496,100,99.9821568298681,101.206721230159,100,374,4.54545454545455,88.23,1700,59,"Literary"
"pg29207",114.916470940407,113.346642444857,109.772024512284,126.057074813172,125.870737449685,112.910973084886,4363,18.1574604629842,73.81,79221,338,"Literary"
"pg29219",110.025677830941,108.375321214031,104.019855279564,118.424123495552,112.935784757878,104.011187714891,4595,15.1778019586507,73.81,69742,552,"Literary"
"pg29274",98.8678228493043,104.507776174443,106.566945588287,104.395306592142,99.660082972583,110.603053001929,3454,18.5952518818761,72.8,64228,325,"Literary"
"pg29315",105.615079365079,112.375140291807,114.483554246441,111.001833814334,115.605406746032,114.427379383901,5039,14.7265330422703,70.26,74207,573,"Literary"
"pg29323",114.566467082701,114.753729632636,114.272310736228,112.953272694846,104.580417295123,110.881770833333,2413,34.469954413593,43.74,83176,782,"Sea and Adventure"
"pg29366",114.875993687164,112.991608339739,110.139291586966,123.241842041347,109.304602630074,104.07938752424,10980,12.7168488160291,78.18,139631,381,"Literary"
"pg29400",108.384938232499,107.934751522987,107.891382496646,106.115582383188,102.857142857143,102.121775793651,4766,21.4490138480906,70.47,102226,519,"Detective and Mystery"
"pg29570",108.963355142332,123.830325080325,120.73902288188,110.819437763882,104.062962962963,108.600437710438,4049,13.3252654976537,78.38,53954,461,"Literary"
"pg29646",106.009259259259,108.622247883846,97.103634085213,101.167502088555,105.094078830034,98.5754146402295,3536,20.2321832579186,71.07,71541,259,"Literary"
"pg29657",111.613906926407,104.299488390397,109.155810597671,125.34587585034,110.375982042649,103.99163510101,3730,16.1061662198391,74.93,60076,625,"Literary"
"pg29671",108.534583934584,105.218610523843,101.847352838732,104.235930735931,102.85101010101,101.645108572819,4366,16.4001374255612,65.35,71603,314,"Literary"
"pg29695",105.222477943997,104.785188216039,110.85834670947,116.702765436318,97.4047017797018,108.807623194416,6969,13.1793657626632,80.51,91847,449,"Literary"
"pg29697",103.847012987013,99.7339616402116,101.304750402576,108.628274138143,106.690295815296,105.457902837903,6906,13.4691572545613,75.54,93018,438,"Literary"
"pg29699",106.497224997225,121.344557504351,116.404570256133,120.259535739851,126.211527035056,119.551917989418,3499,17.5535867390683,73.61,61420,281,"Literary"
"pg29715",114.584712773998,114.955145514551,111.727058531746,131.940591770689,114.448793215916,105.139221158958,3396,17.3618963486455,70.77,58961,350,"Literary"
"pg29726",112.578727208864,106.480295916916,108.123881673882,110.999676730196,111.474840451645,108.047245413317,7289,14.8903827685554,62.11,108536,1030,"Literary"
"pg29729",103.110429253286,108.125422154677,116.816382520086,120.754071923883,110.298348841452,107.919754908391,2543,15.6909162406606,74.73,39902,253,"Literary"
"pg29743",113.058449487021,116.69961655074,112.477132435466,102.583874458874,105.317053838181,103.173116684311,3976,22.7097585513078,67.12,90294,777,"Literary"
"pg29753",111.030106257379,113.689881547024,116.806744181744,118.78771805752,110.284357864358,115.763588263588,5128,17.7408346333853,73.61,90975,553,"Literary"
"pg29760",107.429728835979,121.389084476434,110.983935474676,126.95334182951,111.144348784798,114.614916286149,5090,13.9145383104126,76.86,70825,539,"Literary"
"pg29766",106.646896348601,113.51763725405,108.930997163756,115.539143200034,109.122422915526,105.351893131744,5087,15.2406133280912,77.47,77529,403,"Literary"
"pg29808",110.905483405483,113.41030048383,108.453541325824,113.530521466301,109.474105118238,107.283585858586,1159,15.6056945642796,76.45,18087,137,"Literary"
"pg29847",109.618518518519,105.195151515152,118.650885842552,112.636030112445,107.963765287536,117.143518518519,8274,10.0118443316413,83.96,82838,728,"Literary"
"pg29851",101.199044746104,99.7816349647675,100.629209316125,123.95892560829,111.988813131313,106.233090397647,3104,16.7474226804124,84,51984,407,"Literary"
"pg29860",108.177791742308,109.275396825397,108.08151654236,113.306329270145,112.34195174744,102.155765920826,4620,13.19329004329,69.31,60953,612,"Literary"
"pg29862",111.819230511091,114.089810253603,118.882473382473,108.962685364281,97.3945718204978,103.984126984127,5398,15.4431270841052,73.71,83362,259,"Literary"
"pg29868",109.954235679779,115.674842226047,122.625135281385,113.599041005291,108.613816738817,110.697998104715,5448,11.4025330396476,90.6,62121,440,"Literary"
"pg29880",112.845057720058,112.088784672118,121.489161973033,106.810850439883,102.551406926407,103.193317099567,8301,12.1644380195157,78.08,100977,1528,"Literary"
